user_id,review_id,,votes_cool,business_id,votes_funny,stars,date,type,votes_useful
XHkzCzmIAB3DnjQO7v6jww,ZzSThum9krA3FMhGcMfibQ,,5,sv7c0OsCUXT9-QNlCghT6A,5,4,2012-05-09,review,8
9Ng_7NyV01iyrriwmPJIEg,dMRv7LP8WS1LrqaBod56JA,,0,gWQlTK3o29rZGlw2YLUnhA,0,5,2012-05-11,review,1
J6ak2UPmjxpt3RFR1NT2TA,PHr4wVwp9b9w_vTbe6KXdg,,0,tqDwpyCB53TiEIv915Tuww,0,4,2012-05-11,review,1
mcOx90Gw6nOV44WaFAM5Sg,8MKXMYSkv5TltcULesXTfA,,0,954y6VqGy0pEwBaqOBrlFQ,0,5,2012-05-12,review,0
rDyCi5JmqlElPAmPGiN9fg,N_UWfQ-qhjiR4SMp3zDxGQ,,1,H83uIqLKcOSFcmJhXmc-lA,1,4,2012-05-12,review,2
iKZ7xmxDUfQHCbbZYFylbg,kelJEhZicHMGnnYnTzHWww,,1,LFeMucZuKkTaGOSM5zPlfg,0,4,2012-05-12,review,1
RQ0D3XBCFJJ1xm9IoEwHVA,5doVvXR9lycmOh7aZ9NTvg,,1,Y1sSdaeuicOzR87DIREinw,1,1,2012-05-12,review,1
4vzef98cB70UGKxJtXnuQA,giq2f6RbKXmr-ll7-_MJig,,1,JQNOv7QlaF0giKAKCn61yw,0,4,2012-05-14,review,0
GzCK2q4opam7eeyqlUDywg,EBC5OzSWqk14j0g6z0wgWw,,1,UcfhBhQoqCJDlIyCbtvcsw,5,2,2012-05-14,review,3
4xDnAx8ev_ivrIR-Fwy-pg,qzqSZXxoXglIb1HA9nYAfg,,0,bqYrEwL5xjqv0u8XAij--Q,1,1,2012-05-16,review,2
KjlVjf3Rji33oiPnzAIqjQ,JvlBlIlHykUdMOHJ8GOPXw,,0,HhNY3X0kyrN5682La6N6Cg,0,2,2012-05-17,review,3
HkOZSO6pN7u5NG7yjEyvww,0WsK0rplJQrHW9njj3qPRg,,1,5vQr22h6RJm6-5zz9MLUtw,1,4,2012-05-18,review,2
UU4tdJKNaaf2igx3syA5cg,qwV9jF1UWjCVshbiEwXSAA,,0,84T2HrgUxW8hEBhZZhM3Rw,0,2,2012-05-18,review,1
59pVYStY0yKpRmODFIfDww,Azzkp-Q2efL6mx-SKOQaTA,,2,At8s2nEl6ms75r7JF7VJWg,2,5,2012-05-18,review,2
H1tN4ITtiMj3UH83OSviiw,B-5Sa3eM9IHn-MJyJmeYgg,,1,bqYrEwL5xjqv0u8XAij--Q,1,4,2012-05-18,review,1
eFuJA-G5a_j4j3qB9p2UCQ,uAamqjDwTWSBaMNdzKys6Q,,0,16qrX3INS8ibmfgYtWkIfg,0,4,2012-05-19,review,0
7gd_c0YpFnPD-1sT45JKFA,Q9Dycelvsa5Tv1CRzjuv-g,,2,g4jli0i4Hb-b8kr46Aes7Q,0,4,2012-05-20,review,2
MQHmGQCCvvQ2EobcM4Qhlw,Mqjh-dp0eijnXs_YbfUivg,,0,j7XuypdW_w935NhjbvKPQw,0,4,2012-05-20,review,0
6nDl60XJ9oLXNTLuMVYAsw,FYGsMvszxDW-x2cVS5pRIQ,,0,NYl-NMNmW6ho-qwc4x7tPA,0,4,2012-05-21,review,0
DK2gGNdN3ihOu_uwt2AgLg,ulqG9hXokufs7VTkdITg9A,,0,grhCP8dPI7X1Zrlw23vP1g,0,3,2012-05-22,review,0
lAJxyNHiWc7BgrpARMUqFg,EIqeI4QjWwp9efx6woF5rQ,,1,yJj8GYCJdnbBsAT1rcB67w,2,5,2012-05-22,review,1
vTOjvzz0Y0i-Tu8CCkeN6Q,ByC5ct-FQBZN0S_8ShFs_w,,1,yJj8GYCJdnbBsAT1rcB67w,0,3,2012-05-22,review,1
xvxa84JUZByvgNKKNrjSZQ,lLkodlFT870dEJXhgEZjJA,,0,bqYrEwL5xjqv0u8XAij--Q,0,1,2012-05-24,review,0
ga2GgI8q5jkJ-YbuPSapRw,diULlZZM3YbtnZZYse15YQ,,0,Ca-003BAqWW-IEsFvjlY9g,0,4,2012-05-24,review,0
1DTWDGZoS5YzgoCo9uau9g,FQG8Degcj31Z6UiQb9HLeQ,,0,Xq1FtLSV54Spf-HfONc1aA,1,1,2012-05-24,review,1
E2sYwSU25H1_jR7II_urgQ,-8l_Pja998YOI7-Taupw6w,,13,cQPfmuNQJ7nkehjFlRGxhg,12,4,2012-05-25,review,13
_uWc9mBsSXz1gQw3rf-1fg,ZvhXJY0xKWNyCn85j_ndJA,,0,HhNY3X0kyrN5682La6N6Cg,0,4,2012-05-25,review,0
JUQTjR1-rpZHBZ-iKU9lUg,3eXnOTejdZUFRYmXYc3Ebw,,1,vPnwX30Gn0oa4dVBL0W4Ww,1,4,2012-05-25,review,1
IHbwLGD4aIneTct7FMDdsw,upJQCG8_I6knc2RZgqYCgg,,0,16qrX3INS8ibmfgYtWkIfg,0,4,2012-05-27,review,1
rgrECAY_EZ_xFdSx6CGfvQ,CGNO7-MvE_r_efRCNqkcOA,,3,j7XuypdW_w935NhjbvKPQw,1,4,2012-05-27,review,5
UyZIwcRsYnosGQwpaVqUMw,RKNZb5B8fW1GksQQSxItcA,,0,bqYrEwL5xjqv0u8XAij--Q,0,4,2012-05-28,review,0
XqMkm-DD9VsdcKx2YVGhSA,a2pfOia4120oMgorGeQS0Q,,1,Cota2ttLUjoKhFU6ukYqSA,1,3,2012-05-28,review,3
8pX0LX37TTnyhLtB_oPIcw,YBEamF-b1_kzyhRPT2c9dA,,2,WHIE8w8PxYzlWsXTBBiWEQ,1,4,2012-05-28,review,4
RqaTW4o37xQvBROi_HNR0w,D-12FyYwEPnhIBGKqTKnmw,,0,bqYrEwL5xjqv0u8XAij--Q,0,5,2012-05-29,review,0
lK-YJfUZ2vhu3UhI5PIPEA,sJGOAeh9uPN-oG46EngLPw,,0,WHIE8w8PxYzlWsXTBBiWEQ,0,5,2012-05-29,review,1
lAJxyNHiWc7BgrpARMUqFg,bAuO4VGFPDsu1N0zyHYGOg,,0,TuHBLpdnc9OUP6UQvgShqA,0,4,2012-05-30,review,0
uJDeOEoqsdQihpSwUfVLdg,lIn67nZq-DMRL8RSdn6PlQ,,0,navWjPrArjUzfxBzgIPmow,0,2,2012-05-31,review,0
3CnP_ZLTmUwEbaG8sVcBzg,ln_bWk_EFnGsSRVc9mk4aQ,,0,84T2HrgUxW8hEBhZZhM3Rw,0,1,2012-06-02,review,2
Pu3Yts7VzjlRGAMCSxNrDg,OBK-kAcAMAZz-Ze3k4-9rg,,2,b-jbUstnSMkaheXwXSnmEw,1,4,2012-06-02,review,3
AgtFQVxo-PGQVsOdY6Nvdg,1rdEyE7w729QVAOvDjqoEw,,0,bqYrEwL5xjqv0u8XAij--Q,0,4,2012-06-03,review,1
RXsME-_30dlsKVMY-n0A5w,vs6O-BmcykZm7SouDyaHew,,0,bqYrEwL5xjqv0u8XAij--Q,1,1,2012-06-04,review,1
7hnpjcENYi0syVc8280F-w,j-J6c359QDbxGVbQurrJAg,,1,bqYrEwL5xjqv0u8XAij--Q,2,2,2012-06-05,review,1
xVbIpejsPq8es2zaHP4ufg,SOLQ6Rz3twxiTC0o9Uzx-A,,0,bqYrEwL5xjqv0u8XAij--Q,0,1,2012-06-05,review,0
wLuDGMXytNVTF8ZU2gwUEQ,e-a-UJjclNbUdj-JHcl2Pg,,0,bqYrEwL5xjqv0u8XAij--Q,0,3,2012-06-05,review,0
wLuDGMXytNVTF8ZU2gwUEQ,T1MPCgq4qdcTHhhmI-RZcg,,2,jfDBaBgwINrGYAo8p2MJ4g,0,5,2012-06-05,review,4
eq62FzPqNZ6_sC4sp7P2aQ,4uDMRPlYpqatu983aGwq3g,,0,rGhbYmGvoqU7IVrmuNQi2g,0,5,2012-06-05,review,2
5J1l50LX_yjdZvTZzrseCA,Ud9QsUq7ZrhvRBN8MWJgBw,,2,yJj8GYCJdnbBsAT1rcB67w,2,5,2012-06-05,review,3
mXysGPjwr2oTnMseGNqWzg,lvPA3JivREMp2G3-jY3a0w,,0,4UVhuOLaMm2-34SrW8y-ag,0,4,2012-06-06,review,0
j7Dc2BaqwifgyqlZfTN9nA,KQGyV6tJy7V2FY_tjnRCqw,,0,59U8McUEjsRC_7h4ALk12Q,0,5,2012-06-06,review,1
P2FD7E392y01VcBVWli6og,U6P4lAA3OdtqLpH8r82kkg,,6,Y1sSdaeuicOzR87DIREinw,0,5,2012-06-08,review,6
_uWc9mBsSXz1gQw3rf-1fg,suyt6aej_IqxpdAkt8eX7w,,0,3H2ttTM2aSIaZ6FTjHwDQQ,0,5,2012-06-11,review,0
4mfwEdt0foRkeS8bgLGwaw,P8agd-27uiimuxfSoSG37g,,0,At8s2nEl6ms75r7JF7VJWg,0,5,2012-06-11,review,1
kkDrD2dXd0_52PwSER8tzg,sEQpecUusEgf9YrA38WNiA,,0,EkGPPkqPj4_MB-cJLZhw1Q,0,4,2012-06-11,review,2
_uWc9mBsSXz1gQw3rf-1fg,jQLT7oDf_ADuUmaEkxwb4A,,0,L-GfuOmn9mv55571uXvf2A,0,1,2012-06-11,review,1
LEL1_6acicC5d-HFZ02ZLQ,OjLE9I2beD5NqZwvqDRExQ,,0,84T2HrgUxW8hEBhZZhM3Rw,0,3,2012-06-12,review,0
ceXhfSdr92yjc7L8LR4LRw,lM_W1-x2PMJF-qKpolZQXA,,1,IRYj1b1-mlXqABVsl9SoqQ,0,4,2012-06-12,review,1
_kWv7SH5fcRSPauva3VwaQ,rnkfSyJYP5_nFbLZL1XHjg,,0,H2cAZyhfADarH8Y2VCEwVw,1,5,2012-06-13,review,2
5aIwvlUsOqUZexGEc-iVjA,mf9xrF8M6TykfYU7O98QzA,,0,HhNY3X0kyrN5682La6N6Cg,0,4,2012-06-13,review,1
EihFjzzf-X2YHZGBdYDpYA,gdecLy4jV5QM6yrSgZNaXA,,0,H2cAZyhfADarH8Y2VCEwVw,0,1,2012-06-14,review,1
uJDeOEoqsdQihpSwUfVLdg,jrZMDTSmGJokLTRw2zMceQ,,3,M5OrW9-xM_qXByuRKt0XFg,4,4,2012-06-14,review,4
QXmRXXAJ7Gt0WrBiKjqGlA,FXWkDIK68gCIJinZagw2rA,,2,ne44CkXiTPRCx0UQrP4AsQ,0,4,2012-06-16,review,4
vI7wZxTprpMl2fj_IHU3iQ,JOUgUr4tEUee6cTzXO9WDQ,,1,qkc9xYbOFDLhPyA6Kdr8lQ,1,2,2012-06-16,review,1
JDVHUs3UBWcZiMPLBTzc3A,zWeQ37gFAciTd3r5t4r_kA,,0,16qrX3INS8ibmfgYtWkIfg,2,2,2012-06-17,review,4
PV5voYSD43Cn_3gHmxG7DA,xgyf1y2WSVE-VBnAkBYsHg,,0,16qrX3INS8ibmfgYtWkIfg,0,3,2012-06-17,review,0
R7974G0OZp42mXPaV2Z3Kg,h10sdVZkVIrGiXHVwJI3EA,,1,H2cAZyhfADarH8Y2VCEwVw,0,5,2012-06-17,review,1
60i9h-gPKH1f0YC_bZXDhg,mTYO7ZfR_XS5rAKO7as4Dg,,0,DWxZhDdqGjJbLVJBMGsWZQ,0,5,2012-06-18,review,5
kRH3HttbiNoD-BgomNVVtA,G7yE917Olxs2LfOsdQiCIw,,0,HhNY3X0kyrN5682La6N6Cg,0,5,2012-06-18,review,0
LpSNcr2VkEDwQmCwihZ_Gw,LCM4PoVoSlrIBlZBSX6cag,,0,ZHioxVVxhxhZvtqB0Ny86A,0,5,2012-06-18,review,2
TxXZguOi97w3rlzM5o78Gg,kMXcd_oe579w-cDnVGgQyA,,0,LFeMucZuKkTaGOSM5zPlfg,0,5,2012-06-19,review,1
jjmVBDP7zHwysuYNVwavpw,Iyzibfe_P6jLd_LVSIStLg,,0,Xq1FtLSV54Spf-HfONc1aA,0,4,2012-06-19,review,0
kMxakI94AIOvAuQvK82Eww,P_sT3IC1YDTNthIyPX8ZAg,,0,84T2HrgUxW8hEBhZZhM3Rw,0,3,2012-06-20,review,0
GSzwsO1Mp-tQUC7c_BYnxw,12_icXMbqmwEcXDKhgZdzg,,0,H2cAZyhfADarH8Y2VCEwVw,0,5,2012-06-20,review,1
vI7wZxTprpMl2fj_IHU3iQ,HxPfnavwNWoG7uFzEPpbyg,,2,wRnX8AV5CAAJnEgReTMaHw,1,2,2012-06-20,review,2
LK1POYLdvIBWzbqDxaxKRg,R_Sgpfp6U8JkVms21PcVLg,,0,T82cKFVduIINWbHrz2_YRg,0,5,2012-06-21,review,1
6kmPFBSUOZqu8kQpOBzD7Q,g-NKk0o058oFuhAQo5ZblQ,,0,Vkm6ZWlPhIioFk6xiypSjg,0,3,2012-06-21,review,3
s0-y3OuJfBYTl85mLvGeag,lURC_R1UvGmLlwFn7LMwnQ,,0,HRwqeCdIH5joMnirnqrV3A,0,5,2012-06-22,review,1
BsVc4xNiS6Tn4VMhU17o_g,0hPGI1cF_Ok0DFV1AoD3VQ,,0,FV16IeXJp2W6pnghTz2FAw,0,4,2012-06-23,review,0
WaBtPmYwJrlkrEn49Dzicg,CTUnQxgFgFe2Ifr8HAhoYA,,0,954y6VqGy0pEwBaqOBrlFQ,0,5,2012-06-24,review,0
M1cf2OzfhxLHrCJbSxeuUQ,jqBjNX5LJy2taE0zdkqkRg,,0,tqDwpyCB53TiEIv915Tuww,0,4,2012-06-24,review,0
uDBS-jWPjVyLS-q6loF3uw,PzZbj8v1zYMxJMz1Oy7CFQ,,0,tqDwpyCB53TiEIv915Tuww,0,3,2012-06-24,review,0
SZMqmxZXcuObmoCReWmneA,NGJEo_Ju2lmDABImuKzhFw,,1,yhR_thWkjsa5V4bMhFTN_g,1,4,2012-06-24,review,2
PkIqMElxUpXDT8Q4-sNYMg,ytnkoWuNg_uUJXTLf_jFaQ,,0,bqYrEwL5xjqv0u8XAij--Q,0,1,2012-06-26,review,1
jfnhL65BMkf3oN49wdhPAQ,shiCukX1xfuMa_MZi_uUBw,,0,clUb7fXNVPmFVET-hH7JiQ,0,5,2012-06-26,review,1
vI7wZxTprpMl2fj_IHU3iQ,DRFd_Q5jLnkU5mWFUUiPCQ,,1,bqYrEwL5xjqv0u8XAij--Q,1,3,2012-06-27,review,1
tPUmkzqPoESk0Qlrvcg6kA,8mchZGBSDB5MVc8r2_Mghw,,0,H2cAZyhfADarH8Y2VCEwVw,0,5,2012-06-27,review,0
_HRd_Hj5Vg1w7w6DZHDcyQ,lxQzNZFlRmp19zBB3zAVwg,,1,LFeMucZuKkTaGOSM5zPlfg,0,2,2012-06-27,review,2
2xT5vWxvgnyov-y_edwW5w,3xRGfB1BFhykCrWrPi6iZQ,,0,g4jli0i4Hb-b8kr46Aes7Q,0,2,2012-06-28,review,1
vI7wZxTprpMl2fj_IHU3iQ,MuTJyBzg9fKxYaPhslroww,,2,H2cAZyhfADarH8Y2VCEwVw,1,4,2012-06-28,review,2
lK-YJfUZ2vhu3UhI5PIPEA,d8661Q70jwJFlNmhsBkEbQ,,5,Y1sSdaeuicOzR87DIREinw,1,5,2012-06-28,review,6
vLtUlhN0sFbVI-0_E9M0JA,ihD0TUTTkqkrRfywS2mE3g,,0,4OH2tMl8Qcebshi2rUTz-g,0,5,2012-06-29,review,0
1WMpiFX4oNeET9SXszBSwQ,mdB17tYuqe7oP6kRUCL03A,,0,jfDBaBgwINrGYAo8p2MJ4g,0,4,2012-06-29,review,1
wVSGZN8d3ao4ad97kEDzYg,MT_VSbaEWm3SUggvznquwg,,0,f9eFteZuBoZqzYg5UUrufw,0,2,2012-07-01,review,0
rL4v-1_YzL4Y-WSv2Rop8w,1rPF6GWU_g3Y0oWo6zBqIA,,0,3dQqoz-yHhOfHrIBMRCD3w,0,5,2012-07-02,review,1
wVSGZN8d3ao4ad97kEDzYg,AkFuH_4UbZlo_uPrJt-UDQ,,0,f9eFteZuBoZqzYg5UUrufw,0,3,2012-07-02,review,1
6oSZ5OKz4tjZ4mHCsULo0Q,LAS1U-j7wXbVDcJGvgj0Aw,,2,qkc9xYbOFDLhPyA6Kdr8lQ,1,5,2012-07-02,review,3
-4ld1qpaBNLocSBe85jWnw,OHb9kytm09j7t813yovvEQ,,0,V4XYRuhq_614tFFvWK5q6g,0,2,2012-07-02,review,0
PV5voYSD43Cn_3gHmxG7DA,#NAME?,,4,cQPfmuNQJ7nkehjFlRGxhg,3,4,2012-07-03,review,6
HnqzojvN3AyZHjslUlxiJQ,B1_sgpw2SWs8rPstSD3M6A,,0,HhNY3X0kyrN5682La6N6Cg,0,3,2012-07-04,review,2
QSx_C7SsR-ISdc8ArvAbvg,QfCAmufHkphKhfWT5oTVlg,,0,954y6VqGy0pEwBaqOBrlFQ,0,4,2012-07-05,review,1
gFiJfqubI_09G2i1o_jKPg,kwRQF_BHJq7OWsqrYmpDHw,,1,b-jbUstnSMkaheXwXSnmEw,0,4,2012-07-05,review,1
Mmew2rqnwj8FW3qD9wsaQQ,n1HgSmgb4B8GnxyRTv7rbA,,3,BhfJzuAMUCQRNSO2hyPJ_g,0,5,2012-07-05,review,2
hs8t_DMnNNpf_wXtFE2xpw,Ebvl-LZ74N7KF-7jcUAIIA,,1,DWxZhDdqGjJbLVJBMGsWZQ,1,5,2012-07-05,review,6
c7Feo4TxZqwCvQ0rtk3igQ,jYLfxJUdZcMtudOSjVQ1tw,,0,yJj8GYCJdnbBsAT1rcB67w,0,4,2012-07-05,review,1
uqK3yvpg5Evk_XgzMW-lAw,jNhdXBrhXm4OKQp3vym2Dw,,6,f9eFteZuBoZqzYg5UUrufw,4,3,2012-07-06,review,5
SsPL2oHWRQWdJTVsHFvshg,dpn4cL6aa_VKAvlLm9vseA,,1,1PQNIw4DgWTy_18cH5hVCA,0,5,2012-07-07,review,1
hrYTy0jHjEV_Ywkuyhn_7g,oAl8hjvChQhEiSPvfdxEWw,,6,H2cAZyhfADarH8Y2VCEwVw,12,5,2012-07-07,review,9
q9ZQDqtDNlCyyHHHZ569sA,#NAME?,,0,LFeMucZuKkTaGOSM5zPlfg,0,4,2012-07-07,review,0
H-DiXGm66cptGbcJopEfsA,M_XRH_MOnfKDHYcumnCh8Q,,0,6qnB6AQSur85BLx6c11dOA,0,3,2012-07-08,review,0
WmAyExqSWoiYZ5XEqpk_Uw,v0YV2W_bUeHF4Ag76ztmZA,,5,H2cAZyhfADarH8Y2VCEwVw,3,5,2012-07-08,review,6
80MpJfZ-od77aITbNErYmw,JvAGKLlEoHiPVkkWhW4ykA,,9,LFeMucZuKkTaGOSM5zPlfg,8,4,2012-07-08,review,9
EGiAtB4sgZhDdYpRkDneig,6MDImoliF-2qg69N5lUHCQ,,1,mhQCxOiqp03qnhGRTtPduw,0,5,2012-07-08,review,1
R7974G0OZp42mXPaV2Z3Kg,yOl23WCnupDmluOg195zlA,,0,qkc9xYbOFDLhPyA6Kdr8lQ,0,5,2012-07-08,review,1
IGkoathSlJmIOBDGo9vUZg,u9mCdCFBq79jCCQAXdUIBg,,1,Trar_9cFAj6wXiXfKfEqZA,5,2,2012-07-09,review,6
80MpJfZ-od77aITbNErYmw,m8T1XlGUrGJzmkAPofVhmQ,,9,16qrX3INS8ibmfgYtWkIfg,9,4,2012-07-10,review,9
so8TlH_dme1kHwca3lQJww,hQvqtBV5FlBLCdUla6fV6A,,0,FV16IeXJp2W6pnghTz2FAw,0,4,2012-07-10,review,0
XvuQDOpixVNtQAoEKZIbCg,JYvzPlNuqBBM178VeA33-Q,,0,JOJtP3IQbCg65rssBewUXg,0,4,2012-07-11,review,0
wv8Shvut11UBqeSEbLdoHQ,vWT8wSmj4E3iJJeNR7VADw,,0,S6Yknt3RNREcfzpOJ0unJg,0,5,2012-07-11,review,0
J3bjQOlA5FLgxyl3S8pcGg,xaYh4VL9quGZAMEbzEwKTQ,,0,t6SuvEq9PPVGzNv5bJzDtw,0,4,2012-07-11,review,0
ia1nTRAQEaFWv0cwADeK7g,oTfowPGf-coemEueHfLaQA,,5,DoLjiU_CSHcKFkofAsUg8A,2,4,2012-07-12,review,6
SlCfUUr1Pa7CzzSxbMH1pw,zhJs-_xCOXqWjx411a6PKg,,0,j7XuypdW_w935NhjbvKPQw,0,5,2012-07-13,review,2
uZbTb-u-GVjTa2gtQfry5g,Mff4bSiLpQQ31lnXLRPdIg,,1,UIGFrEcoDsw05I1UOrxdOA,0,3,2012-07-13,review,2
WmAyExqSWoiYZ5XEqpk_Uw,ymoRt-uARA93sctMTz1B2Q,,2,16qrX3INS8ibmfgYtWkIfg,2,1,2012-07-14,review,4
J4FBxIE3d_rE3w-8pWIEbg,2WNBcPwy_--kYA5qQ7ZO3w,,0,59U8McUEjsRC_7h4ALk12Q,0,2,2012-07-14,review,3
7DevMfZcQ9FWknapAn5GuQ,jATyJMJdgsWp-CA2xaQU3g,,1,yJj8GYCJdnbBsAT1rcB67w,1,5,2012-07-14,review,1
BIIjnxWslBUnJC31iTyL9Q,goY64T5Wls14F1vMWRdFww,,0,LFeMucZuKkTaGOSM5zPlfg,1,3,2012-07-15,review,1
ZPthh_ffIm1nwc6ClPBkkA,4JvvBJ71fckql7hP7tEHNw,,2,Y1sSdaeuicOzR87DIREinw,0,5,2012-07-17,review,3
KuTzb2IR_6ocQAOFU_rcPg,b6AFRrAzlpchiI7au466JA,,0,3NqERLqdtQSe0w9540rZrQ,0,4,2012-07-18,review,2
CcCgj0K5-JcwVA7z4Navlw,IbSK176EvW00znHzFSyB5g,,0,bqYrEwL5xjqv0u8XAij--Q,1,4,2012-07-18,review,0
BjwXX-sChcjx2E55B_7rXg,Z1nT9vpf0VlUby5FfunVHQ,,1,jf4RUa9EQO37hqxRCxbEXQ,0,3,2012-07-18,review,1
Jmkhec-LQhKQKey0k9wmoA,oifav_2sUqJpRnGE_0Lt0g,,0,TuHBLpdnc9OUP6UQvgShqA,0,3,2012-07-18,review,1
vI7wZxTprpMl2fj_IHU3iQ,W5f8hEd3WwLcl9eGUzooSw,,1,ZjBvtxDvPPvJhbebFtie8g,1,5,2012-07-19,review,5
cGn754SKwK1X56S8qXzJxQ,eHtf-9uHXUYzTDEnaVtm1Q,,0,ZjBvtxDvPPvJhbebFtie8g,0,3,2012-07-19,review,0
o-tZL3zW61W-AA6iS0VEgw,5Ej3Y0A-lETePOz4_9JnCQ,,0,b-jbUstnSMkaheXwXSnmEw,0,5,2012-07-20,review,0
kkDrD2dXd0_52PwSER8tzg,GHJXfWvWXF0C3PUogwxW5g,,0,HUkY1CIeUeaSnW1vZplC0w,0,4,2012-07-20,review,0
hydlHs--dThBJBoVvMJ4Sw,wYykuYx-30IlTI2Uu53oBQ,,0,HWg7VdgA0E75C31uzmpO_w,0,5,2012-07-20,review,2
c-Ge27A2OE1N4DUXzvlBkg,cy5yml64474y5s5-_CzrJg,,1,HWg7VdgA0E75C31uzmpO_w,0,5,2012-07-20,review,0
cvMC0ZsZo2TmS5DvKwT3nA,PIiaNxJH-ESUKnezzMB-fQ,,2,kjOx_XcgGG662y54qQAGOg,2,4,2012-07-20,review,2
v0n1Q9OI5ZBeVrcdIz1USQ,nMajqEcwJ1Yp32TJjXwl5w,,0,59U8McUEjsRC_7h4ALk12Q,0,4,2012-07-21,review,0
xYDh3QQsD1HWnLRWRFIKyA,Ggt0jGuI2YtxIXysy5C5xg,,0,PXviRcHR1mqdH4vRc2LEAQ,0,4,2012-07-21,review,3
70TWsrF_sMiqstnNaRqtBg,jh-vfPTIeOnFyQrafaJX6Q,,0,PXviRcHR1mqdH4vRc2LEAQ,0,5,2012-07-22,review,0
FQ1MZ2IbmbxcRza8tICtww,9N55kTVRtnOTtMMNAE4eNQ,,1,954y6VqGy0pEwBaqOBrlFQ,0,5,2012-07-23,review,1
WmAyExqSWoiYZ5XEqpk_Uw,BAdbMVbbfwSWXQyQ87CMLw,,0,b00oAg3uXwh92OQ16XbKBQ,0,3,2012-07-23,review,4
PV5voYSD43Cn_3gHmxG7DA,RvMHDcB02h_-Wa87Yh28OQ,,3,mggJYX2cN1Z14PCPTKjFNQ,1,5,2012-07-23,review,3
XparbQlO-J6UPo6tzdecdA,31elvK4iTK88ym4T8h3kqg,,0,LFeMucZuKkTaGOSM5zPlfg,0,2,2012-07-25,review,0
jOTG3TdprDkQO_V1asGF4w,il11LLkflXlsDcf9rzBkYA,,0,DWxZhDdqGjJbLVJBMGsWZQ,0,5,2012-07-26,review,2
u8SOEvN4f_NxBv9Z4XmtBw,NoqIevD7Fzt_sVRXOdvXow,,0,LFeMucZuKkTaGOSM5zPlfg,0,5,2012-07-26,review,1
arV70f_Sb9oM2kw3q5DdCA,PfwCSeutNb9jWwEXHIBMXg,,1,16qrX3INS8ibmfgYtWkIfg,1,5,2012-07-27,review,1
EOmMfAa44sCBL_-eEJIA3A,jsQKoP5SIA7k0m-h-ZOHNg,,0,H2cAZyhfADarH8Y2VCEwVw,0,5,2012-07-27,review,0
5RnbfR0X9_a6RIKrxZpouA,FVasjo5EwD2Scyn0HuZh_w,,1,H2cAZyhfADarH8Y2VCEwVw,0,5,2012-07-30,review,1
Z6mx5OClrvg_C0xBW34kxA,FivzU6o9QKQRkhdw3QqgQQ,,0,H2cAZyhfADarH8Y2VCEwVw,0,5,2012-07-30,review,1
cBJqlNzyoJFak3_XRe2bvw,EAP5pkdVCJ34vq2YahDhyw,,0,j7XuypdW_w935NhjbvKPQw,0,2,2012-07-30,review,0
pb0MGu6VvptFl8Ex3HJgXQ,y8bNifJFdKx4GFftg-TSCQ,,0,moEQhteKedPzgCvp0czd1A,0,4,2012-07-31,review,0
mB6c94BgweAovjfbRJ2lCw,qvv9865B70TwcV8uPpVAwQ,,0,b00oAg3uXwh92OQ16XbKBQ,0,3,2012-08-01,review,0
PEt3NpdsXjDA8KnqD7SKPA,nLhUavyPwUNxC3w_e-I5vQ,,0,84T2HrgUxW8hEBhZZhM3Rw,0,2,2012-08-02,review,0
y2ClTl6I-utHQ4Les8zGTQ,bGgmdMteBYZY_mQtSWxpDw,,0,j7XuypdW_w935NhjbvKPQw,1,5,2012-08-02,review,1
XOBjQ7dNkfKnTMWf424fKQ,dpQNtdNy50Q7JjVBPKzlow,,0,yJj8GYCJdnbBsAT1rcB67w,0,1,2012-08-02,review,0
xV1hf20ZFDSoaMZmwLoHNg,Z-Rc03Y_BXL0Y7zqz4WQDw,,0,ZjBvtxDvPPvJhbebFtie8g,1,2,2012-08-02,review,8
2oZFY9YSOAAPWBDchOO2SQ,XDNGIFWnaQmSc2lQP7gdJg,,0,qkc9xYbOFDLhPyA6Kdr8lQ,0,4,2012-08-03,review,0
kMxakI94AIOvAuQvK82Eww,#NAME?,,1,H2cAZyhfADarH8Y2VCEwVw,0,4,2012-08-04,review,2
WdmtUMK0xUZrc5YJcNP9xQ,YjLcKqUsiemBYnUZrkhfmQ,,1,dKsJfvaTEGhXpJo3KRtx9w,0,4,2012-08-05,review,0
v0n1Q9OI5ZBeVrcdIz1USQ,B5XTYRL9hWiiaprzepwEOg,,0,TuHBLpdnc9OUP6UQvgShqA,0,2,2012-08-05,review,0
dRttS0i4XATOxXCUCJ3oKg,peJYPlyLARmPcgcEKd457w,,0,cQPfmuNQJ7nkehjFlRGxhg,0,5,2012-08-06,review,3
A3mpjzazkSDkua4cPSayYA,M9pcvYQpCsbv0N0CBSdIIw,,1,yJj8GYCJdnbBsAT1rcB67w,0,5,2012-08-07,review,2
B_d17LH77LVNI63rF7iCUw,ekhbs1fS43MfFLd-N-uLOA,,0,65UBcPxX0Q1xCagf0_7w1Q,0,2,2012-08-08,review,1
B_d17LH77LVNI63rF7iCUw,TzATli7jux3LUMxobz2ljQ,,0,f0syAdRpCU8Rqwb3dysmOg,0,4,2012-08-08,review,1
5oRBQcIjXl1E7lvlvNulfw,g3_nIL1lFB6bXDuojnNWlg,,0,H2cAZyhfADarH8Y2VCEwVw,4,5,2012-08-08,review,1
